"","Data.Set","Image","Nuclear.Envelope","Nucleoplasm","NE.Nuc.Ratio","Nuc.NE.Ratio","Nucleoplasmic.Area","WholeNuc.Area","Nuc.Area","BAD","Time.point","Nucleus.ID","NE.mean","Nuc.mean","Norm.Nuc.NE.Ratio","Norm.NE.Nuc.Ratio","Group","Treatment"
"895","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_15_substack_frame_1",413.41,237.05,1.74,0.57,2.49,6.41,3.36,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_15",105.461734693878,95.2008032128514,0.90270469653462,1.10778198433982,"pCUP-Cdc5[KD]","Control"
"896","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_15_substack_frame_2",375.27,268.81,1.4,0.72,2.58,6.59,3.44,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_15",93.5835411471322,104.18992248062,1.11333596916164,0.898201466313013,"pCUP-Cdc5[KD]","Control"
"897","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_16_substack_frame_1",416.74,377.37,1.1,0.91,3.61,8.24,4.7,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_16",90.0086393088553,104.534626038781,1.16138436089542,0.861041386185885,"pCUP-Cdc5[KD]","Control"
"898","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_16_substack_frame_2",502.24,385.92,1.3,0.77,4.35,9.76,5.63,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_16",92.8354898336414,88.7172413793104,0.955639287715174,1.0464199336037,"pCUP-Cdc5[KD]","Control"
"899","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_17_substack_frame_1",617.47,408.02,1.51,0.66,4.15,9.37,5.32,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_17",118.289272030651,98.3180722891566,0.831166432943135,1.20312847146513,"pCUP-Cdc5[KD]","Control"
"900","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_17_substack_frame_2",515.22,377.55,1.36,0.73,3.96,8.63,5.02,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_17",110.325481798715,95.3409090909091,0.86417849744681,1.15716834306161,"pCUP-Cdc5[KD]","Control"
"901","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_19_substack_frame_1",435.69,218.37,2,0.5,2.93,7.93,4.26,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_19",87.138,74.5290102389078,0.855298609549311,1.16918230526171,"pCUP-Cdc5[KD]","Control"
"902","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_19_substack_frame_2",319.34,207.76,1.54,0.65,2.97,7.45,4.09,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_19",71.28125,69.952861952862,0.981364130859966,1.01898975981902,"pCUP-Cdc5[KD]","Control"
"903","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_1_substack_frame_1",483.86,279.25,1.73,0.58,2.91,7.58,3.96,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_1",103.610278372591,95.9621993127148,0.926184166474555,1.07969887220856,"pCUP-Cdc5[KD]","Control"
"904","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_1_substack_frame_2",508.89,301.55,1.69,0.59,3.09,7.47,4.06,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_1",116.184931506849,97.5889967637541,0.839945382745275,1.19055360091582,"pCUP-Cdc5[KD]","Control"
"905","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_20_substack_frame_1",425.73,222.62,1.91,0.52,3.17,7.74,4.17,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_20",93.1575492341357,70.2271293375394,0.753853336792228,1.32651797265389,"pCUP-Cdc5[KD]","Control"
"906","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_20_substack_frame_2",372.2,187.75,1.98,0.5,2.59,7.04,3.66,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_20",83.6404494382022,72.4903474903475,0.86669007612049,1.15381498825536,"pCUP-Cdc5[KD]","Control"
"907","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_2_substack_frame_1",593.78,369.51,1.61,0.62,3.67,8.62,4.8,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_2",119.955555555556,100.683923705722,0.839343565534919,1.19140723901623,"pCUP-Cdc5[KD]","Control"
"908","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_2_substack_frame_2",557.33,295.41,1.89,0.53,3.1,8.1,4.34,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_2",111.466,95.2935483870968,0.854911348636326,1.16971192579804,"pCUP-Cdc5[KD]","Control"
"909","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_3_substack_frame_1",525.17,272.53,1.93,0.52,3.18,7.47,4.15,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_3",122.417249417249,85.7012578616352,0.700075016140326,1.42841835081222,"pCUP-Cdc5[KD]","Control"
"910","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_3_substack_frame_2",529.57,252.95,2.09,0.48,2.98,7.46,3.99,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_3",118.207589285714,84.8825503355705,0.718080377482402,1.39260176347669,"pCUP-Cdc5[KD]","Control"
"911","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_4_substack_frame_1",568.81,258.72,2.2,0.45,2.84,7.23,3.85,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_4",129.569476082005,91.0985915492958,0.703086824952811,1.42229944369547,"pCUP-Cdc5[KD]","Control"
"912","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_4_substack_frame_2",537.85,269.79,1.99,0.5,2.93,7.4,3.91,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_4",120.324384787472,92.0784982935154,0.765252184386007,1.30675876580782,"pCUP-Cdc5[KD]","Control"
"913","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_5_substack_frame_1",378.16,253.53,1.49,0.67,2.39,6.31,3.24,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_5",96.4693877551021,106.07949790795,1.09961823513635,0.909406526780633,"pCUP-Cdc5[KD]","Control"
"914","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_5_substack_frame_2",364.94,241.79,1.51,0.66,2.29,6.11,3.1,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_5",95.5340314136126,105.585152838428,1.10520985324381,0.904805541739413,"pCUP-Cdc5[KD]","Control"
"915","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_6_substack_frame_1",541.47,320.51,1.69,0.59,3.38,8.2,4.5,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_6",112.338174273859,94.8254437869822,0.844107040192909,1.18468387584051,"pCUP-Cdc5[KD]","Control"
"916","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_6_substack_frame_2",479.67,411.88,1.16,0.86,4.37,9.85,5.67,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_6",87.5310218978102,94.2517162471396,1.07678071389565,0.928694196594714,"pCUP-Cdc5[KD]","Control"
"917","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_7_substack_frame_1",611.73,352.85,1.73,0.58,3.04,7.43,4.03,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_7",139.346241457859,116.069078947368,0.832954500480518,1.20054576741361,"pCUP-Cdc5[KD]","Control"
"918","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_7_substack_frame_2",557.16,280.98,1.98,0.5,2.18,6.38,3.17,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_22_R3D_D3D_nucleus_7",132.657142857143,128.889908256881,0.971601720652773,1.02922831314888,"pCUP-Cdc5[KD]","Control"
"919","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_3_substack_frame_1",658.82,427.02,1.54,0.65,3.47,8.14,4.57,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_3",141.074946466809,123.060518731988,0.872305975043845,1.1463867365459,"pCUP-Cdc5[KD]","Control"
"920","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_3_substack_frame_2",804.37,420.42,1.91,0.52,4.19,9.57,5.48,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_3",149.511152416357,100.338902147971,0.671113161301498,1.49006167314718,"pCUP-Cdc5[KD]","Control"
"921","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_4_substack_frame_1",678.64,432.21,1.57,0.64,3.51,8.27,4.57,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_4",142.571428571429,123.136752136752,0.863684634225716,1.15783002310385,"pCUP-Cdc5[KD]","Control"
"922","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_4_substack_frame_2",561.35,377.37,1.49,0.67,3.64,8.58,4.76,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_4",113.633603238866,103.673076923077,0.912345239155607,1.09607630651476,"pCUP-Cdc5[KD]","Control"
"923","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_5_substack_frame_1",702.29,454.01,1.55,0.65,4.47,10.03,5.75,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_5",126.311151079137,101.568232662192,0.804111369379871,1.24360883091505,"pCUP-Cdc5[KD]","Control"
"924","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_5_substack_frame_2",652.29,320.49,2.04,0.49,3.67,8.86,4.98,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_5",125.682080924855,87.3269754768392,0.694824392102892,1.43921257135705,"pCUP-Cdc5[KD]","Control"
"925","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_7_substack_frame_1",608.63,333.34,1.83,0.55,3.44,8.1,4.49,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_7",130.607296137339,96.9011627906977,0.741927638474362,1.34784033933055,"pCUP-Cdc5[KD]","Control"
"926","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_7_substack_frame_2",615.89,370.56,1.66,0.6,3.31,7.87,4.31,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_7",135.063596491228,111.95166163142,0.8288810940903,1.20644566166333,"pCUP-Cdc5[KD]","Control"
"927","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_8_substack_frame_1",632.95,346.6,1.83,0.55,4.09,9.28,5.35,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_8",121.955684007707,84.7432762836186,0.694869427145873,1.43911929483994,"pCUP-Cdc5[KD]","Control"
"928","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_8_substack_frame_2",467.36,426.62,1.1,0.91,4.98,10.67,6.3,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_8",82.1370826010545,85.6666666666667,1.04297187036403,0.958798629584294,"pCUP-Cdc5[KD]","Control"
"929","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_9_substack_frame_1",510.31,399.14,1.28,0.78,4.23,9.5,5.47,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_9",96.8330170777989,94.3593380614657,0.974454178017135,1.02621551896349,"pCUP-Cdc5[KD]","Control"
"930","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_9_substack_frame_2",695.8,396.35,1.76,0.57,4.37,9.5,5.55,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_23_R3D_D3D_nucleus_9",135.633528265107,90.6979405034325,0.668698526563105,1.49544220642997,"pCUP-Cdc5[KD]","Control"
"931","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_10_substack_frame_1",468.4,303.78,1.54,0.65,3.14,7.89,4.23,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_10",98.6105263157895,96.7452229299363,0.98108413517762,1.01928057354526,"pCUP-Cdc5[KD]","Control"
"932","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_10_substack_frame_2",510.73,258.44,1.98,0.51,3.02,7.78,4.09,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_10",107.296218487395,85.5761589403973,0.797569198120908,1.25380970372981,"pCUP-Cdc5[KD]","Control"
"933","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_11_substack_frame_1",476.14,287.76,1.65,0.6,3.04,7.86,4.15,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_11",98.7842323651452,94.6578947368421,0.95822878277729,1.04359211283723,"pCUP-Cdc5[KD]","Control"
"934","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_11_substack_frame_2",518.85,256.8,2.02,0.49,2.94,7.69,4.01,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_11",109.231578947368,87.3469387755102,0.799649145579018,1.25054845056567,"pCUP-Cdc5[KD]","Control"
"935","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_12_substack_frame_1",480.86,318,1.51,0.66,2.98,7.55,4.01,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_12",105.221006564551,106.711409395973,1.01416449889697,0.986033331957117,"pCUP-Cdc5[KD]","Control"
"936","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_12_substack_frame_2",453.93,242.08,1.88,0.53,3.08,7.55,4.08,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_12",101.55033557047,78.5974025974026,0.773974819047848,1.2920316984346,"pCUP-Cdc5[KD]","Control"
"937","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_13_substack_frame_1",608.38,465.25,1.31,0.76,4.28,9.34,5.48,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_13",120.233201581028,108.703271028037,0.904103605315541,1.10606792641977,"pCUP-Cdc5[KD]","Control"
"938","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_13_substack_frame_2",618.37,449.89,1.37,0.73,4.31,9.41,5.49,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_13",121.249019607843,104.38283062645,0.860896285710652,1.16158010738137,"pCUP-Cdc5[KD]","Control"
"939","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_14_substack_frame_1",565.12,282.22,2,0.5,3.21,7.59,4.21,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_14",129.022831050228,87.9190031152648,0.681422058403277,1.46751926749073,"pCUP-Cdc5[KD]","Control"
"940","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_14_substack_frame_2",575.97,543.07,1.06,0.94,5.42,11.05,6.74,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_14",102.303730017762,100.19741697417,0.979411180381922,1.02102163016972,"pCUP-Cdc5[KD]","Control"
"941","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_15_substack_frame_1",442.3,306.47,1.44,0.69,3.22,7.75,4.24,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_15",97.6379690949228,95.1770186335404,0.974795149016364,1.02585656177,"pCUP-Cdc5[KD]","Control"
"942","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_15_substack_frame_2",483.28,272.31,1.77,0.56,3,7.38,4.06,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_15",110.337899543379,90.77,0.822654775699387,1.21557672737005,"pCUP-Cdc5[KD]","Control"
"943","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_16_substack_frame_1",769,380.72,2.02,0.5,3.53,8.38,4.62,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_16",158.556701030928,107.85269121813,0.680215282715126,1.4701228058394,"pCUP-Cdc5[KD]","Control"
"944","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_16_substack_frame_2",744.3,459.27,1.62,0.62,4.24,9.56,5.48,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_16",139.906015037594,108.318396226415,0.774222582190687,1.29161822840464,"pCUP-Cdc5[KD]","Control"
"945","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_17_substack_frame_1",472.87,283.58,1.67,0.6,3.21,7.78,4.21,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_17",103.472647702407,88.3426791277259,0.853778086183744,1.1712645430733,"pCUP-Cdc5[KD]","Control"
"946","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_17_substack_frame_2",405.47,280.07,1.45,0.69,3.04,7.61,4.05,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_17",88.7242888402626,92.1282894736842,1.03836605148281,0.963051515958147,"pCUP-Cdc5[KD]","Control"
"947","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_18_substack_frame_1",620.55,353.24,1.76,0.57,2.79,7.6,4,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_18",129.012474012474,126.609318996416,0.981372692567496,1.01898086993206,"pCUP-Cdc5[KD]","Control"
"948","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_18_substack_frame_2",550.78,314.2,1.75,0.57,3.64,8.65,4.79,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_18",109.936127744511,86.3186813186813,0.785171199765048,1.27360759067479,"pCUP-Cdc5[KD]","Control"
"949","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_19_substack_frame_1",592.72,321.74,1.84,0.54,3,7.67,4.13,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_19",126.920770877944,107.246666666667,0.844989089845683,1.18344723265318,"pCUP-Cdc5[KD]","Control"
"950","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_19_substack_frame_2",563.69,488.94,1.15,0.87,4.07,8.92,5.2,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_19",116.224742268041,120.132678132678,1.03362395810373,0.967469834807805,"pCUP-Cdc5[KD]","Control"
"951","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_1_substack_frame_1",518.8,239.29,2.17,0.46,3.19,7.67,4.22,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_1",115.803571428571,75.012539184953,0.647756699206996,1.54378951421766,"pCUP-Cdc5[KD]","Control"
"952","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_1_substack_frame_2",474.83,274.71,1.73,0.58,4.24,9.61,5.53,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_1",88.4227188081937,64.7900943396226,0.732731307212631,1.36475675347363,"pCUP-Cdc5[KD]","Control"
"953","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_20_substack_frame_1",566.35,314.9,1.8,0.56,3.03,7.79,4.14,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_20",118.981092436975,103.927392739274,0.873478219191214,1.14484823780258,"pCUP-Cdc5[KD]","Control"
"954","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_20_substack_frame_2",658.42,381.84,1.72,0.58,4.01,9.33,5.29,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_20",123.763157894737,95.2219451371571,0.769388457412709,1.29973356159097,"pCUP-Cdc5[KD]","Control"
"955","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_21_substack_frame_1",468.16,284.97,1.64,0.61,3.59,8.35,4.66,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_21",98.3529411764706,79.3788300835655,0.807081406352041,1.23903238524592,"pCUP-Cdc5[KD]","Control"
"956","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_21_substack_frame_2",496.78,269.06,1.85,0.54,3.31,8.17,4.54,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_21",102.218106995885,81.2870090634441,0.795231015838678,1.25749622447179,"pCUP-Cdc5[KD]","Control"
"957","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_22_substack_frame_1",621.88,352.77,1.76,0.57,3.5,8.55,4.7,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_22",123.144554455446,100.791428571429,0.818480598002371,1.22177605973881,"pCUP-Cdc5[KD]","Control"
"958","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_22_substack_frame_2",500.01,372.45,1.34,0.74,3.71,8.53,4.86,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_22",103.736514522822,100.390835579515,0.967748300020522,1.03332653746723,"pCUP-Cdc5[KD]","Control"
"959","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_23_substack_frame_1",492.56,353.82,1.39,0.72,2.98,7.18,3.91,0,"Pre","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_23",117.27619047619,118.731543624161,1.01240962161255,0.987742489455225,"pCUP-Cdc5[KD]","Control"
"960","210501_29073_NA_measurements.csv","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_23_substack_frame_2",351.48,338.85,1.04,0.96,2.88,7.08,3.81,0,"Post","210501_NewpCUPCdc5_Nup60-delta2-47_repeat_01_24_R3D_D3D_nucleus_23",83.6857142857143,117.65625,1.40592992488904,0.711273003225194,"pCUP-Cdc5[KD]","Control"
