 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
23,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_33_R3D_D3D_nucleus_1_substack_frame_2,675.76,621.44,1.09,0.92,5.85,12.94,7.53,
24,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_33_R3D_D3D_nucleus_1_substack_frame_3,421.23,182.97,2.3,0.43,2.2,6.21,3.09,
25,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_33_R3D_D3D_nucleus_2_substack_frame_1,955.43,324.07,2.95,0.34,3.67,8.43,4.79,
26,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_33_R3D_D3D_nucleus_2_substack_frame_2,675.34,373.4,1.81,0.55,2.56,6.95,3.54,
27,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_33_R3D_D3D_nucleus_2_substack_frame_3,657.84,257.21,2.56,0.39,2.32,6.14,3.17,
28,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_33_R3D_D3D_nucleus_3_substack_frame_1,783.83,260.52,3.01,0.33,3.36,7.93,4.41,
29,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_33_R3D_D3D_nucleus_3_substack_frame_2,463.16,256.13,1.81,0.55,2.46,6.47,3.35,
30,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_33_R3D_D3D_nucleus_3_substack_frame_3,465.56,182.13,2.56,0.39,2.04,5.77,2.83,
31,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_33_R3D_D3D_nucleus_4_substack_frame_1,898.68,301.56,2.98,0.34,3.65,8.66,4.87,
32,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_33_R3D_D3D_nucleus_4_substack_frame_2,926.57,691.56,1.34,0.75,5.93,13.48,7.73,
33,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_33_R3D_D3D_nucleus_4_substack_frame_3,512.31,190.8,2.69,0.37,2.45,6.55,3.4,
34,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_1_substack_frame_1,1090.17,359.89,3.03,0.33,3.08,7.55,4.09,
35,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_1_substack_frame_2,593.08,383.33,1.55,0.65,2.75,6.95,3.72,
36,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_1_substack_frame_3,506.38,211.76,2.39,0.42,2.1,5.83,2.89,
37,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_2_substack_frame_1,897.86,329.12,2.73,0.37,3.53,8.42,4.64,
38,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_2_substack_frame_2,759.04,495.3,1.53,0.65,4.01,9.05,5.16,
39,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_2_substack_frame_3,1004.94,583.98,1.72,0.58,6.3,13.82,8.09,
40,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_3_substack_frame_1,835.14,316.69,2.64,0.38,3.54,8.49,4.68,
41,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_3_substack_frame_2,1043.69,679.95,1.53,0.65,5.21,13.14,7.09,
42,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_3_substack_frame_3,471.53,160.82,2.93,0.34,1.59,4.85,2.32,
43,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_4_substack_frame_1,769.21,194.21,3.96,0.25,2.72,7.01,3.65,
44,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_4_substack_frame_2,468.29,178.66,2.62,0.38,2.17,5.9,2.96,
45,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_4_substack_frame_3,489.53,172.85,2.83,0.35,1.88,5.42,2.63,
46,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_5_substack_frame_1,795.9,226.08,3.52,0.28,2.6,6.95,3.74,
47,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_5_substack_frame_2,609.79,353.4,1.73,0.58,2.83,7.68,3.92,
48,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_34_R3D_D3D_nucleus_5_substack_frame_3,620.74,217.67,2.85,0.35,2.47,7.14,3.51,
49,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_1_substack_frame_1,960.41,398.89,2.41,0.42,3.94,8.98,5.12,
50,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_1_substack_frame_2,660.74,258.13,2.56,0.39,2.11,5.93,2.94,
51,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_1_substack_frame_3,776.89,324.41,2.39,0.42,2.97,8.59,4.35,
52,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_2_substack_frame_1,708.95,224.89,3.15,0.32,3.08,7.55,4.08,
53,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_2_substack_frame_2,535.91,230.85,2.32,0.43,2.3,6.59,3.28,
54,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_2_substack_frame_3,515.96,165.73,3.11,0.32,2.09,6.1,2.96,
55,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_3_substack_frame_1,558.37,170.6,3.27,0.31,2.67,7.67,3.87,
56,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_3_substack_frame_2,380.25,190.05,2,0.5,2.08,5.86,3.07,
57,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_3_substack_frame_3,378.66,160.17,2.36,0.42,2.39,6.4,3.29,
58,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_4_substack_frame_1,519.29,198.08,2.62,0.38,2.41,6.61,3.33,
59,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_4_substack_frame_2,642.39,341.17,1.88,0.53,3.96,10.49,5.48,
60,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_4_substack_frame_3,322.55,129.5,2.49,0.4,1.18,4.26,1.81,
61,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_5_substack_frame_1,849.59,308.44,2.75,0.36,3.07,7.54,4.1,
62,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_5_substack_frame_2,591.84,255.77,2.31,0.43,1.91,5.74,2.73,
63,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_5_substack_frame_3,727.53,286.57,2.54,0.39,2.77,7.53,3.84,
64,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_6_substack_frame_1,638.11,234.61,2.72,0.37,2.87,7.07,3.78,
65,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_6_substack_frame_2,576,387.47,1.49,0.67,3.86,9.36,5.09,
66,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_35_R3D_D3D_nucleus_6_substack_frame_3,625.95,237.67,2.63,0.38,2.52,7.09,3.57,
67,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_10_substack_frame_1,626.86,251.11,2.5,0.4,2.91,7.3,3.91,
68,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_10_substack_frame_2,587.62,448.1,1.31,0.76,4.55,10.98,6.07,
69,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_10_substack_frame_3,436.26,142.72,3.06,0.33,1.78,5.7,2.63,
70,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_1_substack_frame_1,680.44,222.94,3.05,0.33,2.76,7.15,3.72,
71,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_1_substack_frame_2,384.45,185.55,2.07,0.48,1.73,5.36,2.49,
72,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_1_substack_frame_3,394.43,170.1,2.32,0.43,1.91,5.46,2.69,
73,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_2_substack_frame_1,645.42,185.12,3.49,0.29,2.33,6.34,3.22,
74,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_2_substack_frame_2,657.04,378.74,1.73,0.58,3.15,8.37,4.34,
75,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_2_substack_frame_3,462.1,136.1,3.4,0.29,1.45,5.27,2.31,
76,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_3_substack_frame_1,982.37,256.37,3.83,0.26,2.86,7.15,3.81,
77,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_3_substack_frame_2,904.78,560.65,1.61,0.62,4.57,10.26,5.92,
78,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_3_substack_frame_3,485.8,230.5,2.11,0.47,2.19,5.83,2.97,
79,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_4_substack_frame_1,628.78,215.09,2.92,0.34,3.14,7.48,4.1,
80,210527_Nup60GFP_phosphomutants2_hightimeresolution_01_36_R3D_D3D_nucleus_4_substack_frame_2,407.23,233.66,1.74,0.57,2.24,6.16,3.18,
