 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
167,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_3_substack_frame_2_middleslice,567.68,317.27,1.79,0.56,3.46,8.41,4.57,
168,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_3_substack_frame_3_middleslice,366.15,167.17,2.19,0.46,1.81,5.44,2.61,
169,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_4_substack_frame_1_middleslice,625.48,210.26,2.97,0.34,2.54,6.74,3.51,
170,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_4_substack_frame_2_middleslice,361.96,160.35,2.26,0.44,1.47,4.83,2.19,
171,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_4_substack_frame_3_middleslice,390.88,128.28,3.05,0.33,1.28,4.64,2.01,
172,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_5_substack_frame_1_middleslice,505.44,132.98,3.8,0.26,2.25,6.07,3.09,
173,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_5_substack_frame_2_middleslice,367.65,90.26,4.07,0.25,1.2,4.19,1.82,
174,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_5_substack_frame_3_middleslice,332.84,115.13,2.89,0.35,1.47,4.55,2.13,
175,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_6_substack_frame_1_middleslice,580.18,137.18,4.23,0.24,2.24,6.25,3.1,
176,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_6_substack_frame_2_middleslice,667.33,361.85,1.84,0.54,4.57,10.82,6,
177,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_6_substack_frame_3_middleslice,381.45,165.04,2.31,0.43,2.08,5.81,2.89,
